hora_actual,lastPrice,factor5,factor6,score_alcistabase,score_bajistabase,valor_total_fdusd,Decisión,Aciertos,deltascore,aciertosinfactorcompra,aciertosinfactorventa
2025-10-15 18:39:01.750154,111164.07,1,1,2245100.541917897,2294974.855091099,165.4709411541,-1,-1,-49874.31317320233,-1,0
2025-10-15 18:42:03.567429,111211.68,1,1,2415281.886882499,2108691.0857103993,165.47148202169998,1,-1,306590.80117209954,0,-1
2025-10-15 18:45:01.647163,111252.93,3,1,2209053.2115411977,2207831.295233402,165.5120425449,-1,1,1221.9163077957928,1,0
2025-10-15 18:48:03.899303,111187.19,1,1,2098388.884571398,2042320.7371752004,165.53119322740002,1,1,56068.147396197775,-1,0
2025-10-15 18:51:01.808658,111001.22,1,3,2184947.3419629005,2398275.0974295978,165.52845636470002,-1,-1,-213327.75546669727,-1,0
2025-10-15 18:54:01.654081,111016.72,3,1,2305691.4604388988,2164789.4968427964,165.5286932832,-1,-1,140901.96359610232,0,-1
2025-10-15 18:57:01.637327,111022.3,1,3,2234350.7706538974,2375059.503510299,165.5287139207,-1,-1,-140708.7328564017,1,0
2025-10-15 19:00:01.671463,111071.22,1,3,2387484.6505157975,2518290.590198898,165.5295666622,-1,-1,-130805.93968310067,0,-1
2025-10-15 19:03:04.591052,111044.71,1,1,2165738.8510497003,2137277.4351863977,165.52896586330002,1,1,28461.415863302536,0,1
2025-10-15 19:06:01.647268,111068.08,1,1,2150298.2071105,2119984.530790597,165.5764074927,1,1,30313.676319902763,1,0
2025-10-15 19:09:01.546345,110931.4,1,1,2183433.2378393025,2302214.1108673974,165.361767234,-1,-1,-118780.87302809488,-1,0
2025-10-15 19:12:06.349735,110905.95,1,1,2557587.468108302,1973831.9928980982,165.3610832701,1,1,583755.4752102038,0,0
2025-10-15 19:15:02.121625,110843.54,1,1,2698346.519297106,2506658.3791067055,165.27423412020002,1,-1,191688.14019040065,-1,0
2025-10-15 19:18:01.577224,110952.93,3,1,2630068.316959504,2379049.2089655013,165.42663948240002,-1,1,251019.10799400276,1,0
2025-10-15 19:21:01.580851,110995.45,1,1,2383988.3288948997,2361520.6827121973,165.4312790041,1,-1,22467.64618270239,1,0
2025-10-15 19:24:01.541845,111064.91,1,1,2311929.6204309002,2348136.5278188977,165.53376948410002,-1,1,-36206.90738799749,1,0
2025-10-15 19:27:01.581962,111115.95,1,1,2097470.472085701,2460667.9711483973,165.5345537545,-1,-1,-363197.4990626965,0,-1
2025-10-15 19:30:01.671340,111047.47,1,1,2305356.206146401,2259065.7161697964,165.5341403441,1,1,46290.48997660447,0,1
2025-10-15 19:33:01.570570,110850.6,1,1,2609926.193325402,2136787.3321900982,165.24268422600002,1,-1,473138.861135304,-1,0
2025-10-15 19:36:01.996635,110953.82,3,1,2584097.8375600018,2200456.883803496,165.3967875747,-1,1,383640.9537565056,1,0
2025-10-15 19:39:03.417592,110726.28,1,1,2476700.9928650013,2026348.2926833,165.39104402319998,1,1,450352.7001817012,-1,0
2025-10-15 19:42:01.404575,110739.76,1,1,2675005.199487003,1903932.387739201,165.41113405759998,1,1,771072.811747802,0,0
2025-10-15 19:45:01.396986,110660.07,1,1,2526523.5624001976,1890276.6440987992,165.29347097570002,1,-1,636246.9183013984,0,0
2025-10-15 19:48:01.409464,110662.58,1,1,2498617.008114202,1942490.5905870986,165.2971770158,1,1,556126.4175271033,0,0
2025-10-15 19:51:01.402489,110715.48,1,1,2574617.086315203,1856622.6807509002,165.3752843948,1,1,717994.4055643028,0,0
2025-10-15 19:54:01.425286,110838.68,1,1,2371873.6145632043,1883491.5829152998,165.5571904268,1,1,488382.03164790454,1,0
2025-10-15 19:57:01.407482,110776.2,1,1,2409930.9723837026,2045951.7624557007,165.464938082,1,-1,363979.209928002,-1,0
2025-10-15 20:00:01.461894,110718.9,1,1,2465814.800556301,2182680.6755054984,165.38033405899998,1,-1,283134.1250508027,-1,0
2025-10-15 20:03:01.462978,110827.68,3,1,2544000.0592963053,2097288.4409321,165.54094881679998,-1,1,446711.6183642051,1,0
2025-10-15 20:06:02.626450,111001.59,3,1,2154621.7545724036,2021996.6144298974,165.79827497960002,-1,-1,132625.14014250622,1,0
2025-10-15 20:09:03.391716,111069.79,1,1,2018044.6761433005,1973745.3902385966,165.79871452839998,1,-1,44299.285904703895,1,0
2025-10-15 20:12:01.597387,111347.11,1,1,2163140.8640959975,2119478.7744724024,166.2082182061,1,1,43662.08962359512,1,0
2025-10-15 20:15:03.808444,111290.88,1,1,2302692.0185329993,2348890.6902178037,166.15813498690002,-1,-1,-46198.67168480437,-1,0
2025-10-15 20:18:01.468099,111275.93,1,1,2079406.8309392976,2255013.482689401,166.1248888243,-1,1,-175606.65175010357,0,1
2025-10-15 20:21:01.479752,111125.86,1,1,2324079.0859928955,2546344.318858898,166.1224111686,-1,1,-222265.23286600225,0,1
2025-10-15 20:24:01.483788,111033.45,3,1,2291987.374637201,2237399.4199038967,166.1208854795,-1,1,54587.954733304214,0,1
2025-10-15 20:27:01.475668,111109.09,1,1,2407477.8388055963,2145197.5633939984,166.1221342959,1,-1,262280.2754115979,1,0
2025-10-15 20:30:02.448311,111183.89,1,1,2337024.6744325953,2387051.1873661983,166.2220502229,-1,1,-50026.51293360302,1,0
2025-10-15 20:33:01.481846,111300.65,1,1,2251137.982642499,2417362.652604603,166.2344027515,-1,-1,-166224.6699621044,0,-1
2025-10-15 20:36:02.615705,111229.23,1,1,2545307.8000111007,2346513.4631392015,166.2331441942,1,1,198794.3368718992,0,1
2025-10-15 20:39:03.329411,111218.96,1,1,2452753.3485176,2500839.987439198,166.22939994170002,-1,-1,-48086.63892159797,-1,0
2025-10-15 20:42:01.943645,111398.33,1,1,2151845.4681601976,2518178.2591079054,166.2208710042,-1,-1,-366332.79094770784,0,-1
2025-10-15 20:45:01.463548,111325.29,1,1,2281201.244516298,2695441.2106898027,166.2197131579,-1,1,-414239.9661735045,0,1
2025-10-15 20:48:01.473934,111242.61,3,1,2632909.271656402,2632113.0819436996,166.2183481111,-1,1,796.1897127022967,0,1
2025-10-15 20:51:04.340078,111382.62,1,1,2783234.9336305056,2507516.5182195036,166.22047080180002,1,-1,275718.415411002,1,0
2025-10-15 20:54:02.760517,111466.57,1,1,2153399.389615401,2284198.942783099,166.3461930517,-1,1,-130799.55316769797,1,0
2025-10-15 20:57:01.420556,111569.91,1,1,2174905.903178301,2726946.6988072023,166.3462166341,-1,-1,-552040.7956289011,0,0
2025-10-15 21:00:01.494362,111619.06,1,1,2266318.1350057973,2622198.2466130024,166.3470281006,-1,-1,-355880.1116072051,0,-1
2025-10-15 21:03:01.904328,111366.86,1,1,2591913.0690128054,2310715.553746999,166.3425246679,1,1,281197.5152658066,0,1
2025-10-15 21:06:01.470027,111590.77,1,1,2466482.2644270007,2386774.4572232016,166.6734112327,1,1,79707.80720379902,1,0
2025-10-15 21:09:05.253991,111689.83,1,1,2182483.7251675967,4096847.2043379014,166.8415857217,-1,1,-1914363.4791703047,1,0
2025-10-15 21:12:02.398836,111659.5,1,1,2167160.235686295,2126877.9668181,166.819115165,1,1,40282.26886819536,0,1
2025-10-15 21:15:01.492394,111650.03,1,1,2462383.056872195,2181863.171295897,166.8050742153,1,-1,280519.885576298,-1,0
2025-10-15 21:18:01.471961,111669.66,1,1,2673333.284890495,2238735.611620496,166.8340581066,1,1,434597.67326999875,1,0
2025-10-15 21:21:01.391964,111716.67,1,1,2951171.8246915997,2241057.052768598,166.9034688417,1,1,710114.7719230019,0,0
2025-10-15 21:24:02.238641,111621.51,1,1,3065670.5541418986,2236482.6688380963,166.7998326048,1,-1,829187.8853038023,0,0
2025-10-15 21:27:01.450137,111679.57,1,1,3244962.0473227985,2272887.8018762963,166.8486903207,1,1,972074.2454465022,0,0
2025-10-15 21:30:01.415961,111720.18,1,1,2931316.1497084987,2126416.261998398,166.9086513918,1,1,804899.8877101005,0,0
2025-10-15 21:33:01.436785,111674.01,1,1,3033732.9584806995,2190613.038134698,166.8404809251,1,-1,843119.9203460016,0,0
2025-10-15 21:36:01.389400,111692.1,1,1,3170216.117500999,2190556.4770909986,166.867190991,1,1,979659.6404100005,0,0
2025-10-15 21:39:01.429810,111654.27,1,1,3134724.5584867997,2249471.9861174976,166.8113346177,1,-1,885252.5723693022,0,0
2025-10-15 21:42:01.407604,111654.45,1,1,3093924.6540637985,2227537.0645667976,166.8116003895,1,1,866387.5894970009,0,0
2025-10-15 21:45:01.406583,111649.77,1,1,2969688.164409897,2225318.042247995,166.8046903227,1,-1,744370.122161902,0,0
2025-10-15 21:48:01.419769,111729.21,1,1,2740895.476342495,2111778.9670012994,166.9219842771,1,1,629116.5093411957,0,0
2025-10-15 21:51:01.472303,111798.21,1,1,2692152.786779099,2475812.4613446957,167.0238634671,1,1,216340.3254344035,1,0
2025-10-15 21:54:01.445237,111761.7,1,1,2725023.3881053003,2645557.719076594,166.96995608699999,1,-1,79465.66902870638,-1,0
2025-10-15 21:57:01.866243,111868.87,1,1,2730112.9413092993,2231424.449781702,167.12231715389998,1,1,498688.4915275974,1,0
2025-10-15 22:00:01.424870,111828.55,1,1,2999410.6744560017,2389385.3668730017,167.0686607805,1,-1,610025.307583,0,0
2025-10-15 22:03:01.503733,111927.41,1,1,2629129.810673296,2435208.9832140994,167.2146285591,1,1,193920.82745919656,1,0
2025-10-15 22:06:02.811558,111829.5,1,1,2253358.574164602,2307888.551459598,167.0874124575,-1,-1,-54529.977294995915,-1,0
2025-10-15 22:09:02.795466,111854.45,1,1,2718946.1757859993,2235294.8961918983,167.07025964919998,1,-1,483651.279594101,0,-1
2025-10-15 22:12:01.425327,111806.66,1,1,2972042.6371643003,2405379.8779405,166.99981077660001,1,-1,566662.7592238002,0,0
2025-10-15 22:15:01.444503,111807.68,1,1,2902523.2334442013,2389717.7184186,167.0013168168,1,1,512805.51502560126,0,0
2025-10-15 22:18:03.800075,111749.32,1,3,2377408.6284866026,2482035.4480230007,166.9191490353,-1,-1,-104626.81953639816,-1,0
2025-10-15 22:21:01.503175,111833.17,3,1,2598314.010041299,2431806.055867699,166.9164736567,-1,-1,166507.95417359984,0,-1
2025-10-15 22:24:02.406241,111991.64,1,1,2729161.422038299,2163027.261640198,166.9190896662,1,-1,566134.160398101,0,0
2025-10-15 22:27:01.768981,112005.75,1,1,2980748.5133226006,2282769.7836485985,166.93686767210002,1,1,697978.7296740022,0,0
2025-10-15 22:30:01.493366,112037.28,1,1,2890488.4953258988,2291846.434402398,166.98643411280003,1,1,598642.0609235009,0,0
2025-10-15 22:33:01.485237,111903.07,1,1,2828976.1303716013,2192468.4794668,166.78827170570003,1,-1,636507.6509048012,0,0
2025-10-15 22:36:01.573389,111814.7,1,1,2462697.984592199,2214722.847428496,166.65779251700002,1,-1,247975.13716370286,-1,0
2025-10-15 22:39:02.697869,111838.23,3,1,2457458.2937281965,2279956.604686197,166.72143009800004,-1,1,177501.68904199963,1,0
2025-10-15 22:42:01.544736,111964.27,1,1,2497816.5019613025,2071217.4595380984,166.6945573177,1,-1,426599.04242320405,1,0
2025-10-15 22:45:01.452771,111874.13,1,1,2897147.2766993996,2219842.2157264976,166.56140630630003,1,-1,677305.060972902,0,0
2025-10-15 22:48:01.438159,111880.46,1,1,2904802.7893348006,2180082.4333712975,166.57075261460002,1,1,724720.355963503,0,0
2025-10-15 22:51:01.501561,111759.43,1,1,2907865.821940399,2496525.1741583976,166.3920506093,1,-1,411340.6477820012,-1,0
2025-10-15 22:54:07.920539,111797.12,3,1,2758684.8791538994,2272033.781285,166.4648425523,-1,1,486651.09786889935,1,0
2025-10-15 22:57:01.632454,111777.0,1,1,2718843.9055504953,2438748.536778997,166.44719246900002,1,1,280095.3687714981,-1,0
2025-10-15 23:00:01.542166,111643.66,3,1,2767664.4622817994,2504672.780105797,166.2503734466,-1,-1,262991.6821760023,-1,0
2025-10-15 23:03:01.647668,111720.68,1,1,2333985.0008706986,2362729.8231944,166.25155924019998,-1,-1,-28744.822323701344,1,0
2025-10-15 23:06:01.908373,111751.78,3,1,2708186.799581797,2292780.2127666012,166.25223086699998,-1,-1,415406.5868151956,0,-1
2025-10-15 23:09:01.539384,111790.94,1,1,2469243.427790097,2293440.3004693016,166.2527466394,1,-1,175803.12732079532,1,0
2025-10-15 23:12:01.523737,111796.3,1,1,2640926.798403797,2419741.529826201,166.260602333,1,1,221185.26857759617,1,0
2025-10-15 23:15:01.625054,111899.25,1,1,2682491.7682115957,2262153.505304399,166.4083123934,1,1,420338.26290719677,1,0
2025-10-15 23:18:01.570891,111954.63,1,1,2549708.2334331963,2159230.2186087966,166.49389091300003,1,1,390478.0148243997,1,0
2025-10-15 23:21:01.909399,111880.33,1,1,2917975.9751233985,2312031.0423191986,166.3850868911,1,-1,605944.9328041999,0,0
2025-10-15 23:24:01.448228,111843.62,1,1,3198178.7451491975,2238849.7930134977,166.3304707862,1,-1,959328.9521356998,0,0
2025-10-15 23:27:01.476918,111882.08,1,1,2636552.6778737972,2104948.354513397,166.38725736080002,1,1,531604.3233604003,0,0
2025-10-15 23:30:01.428810,111847.98,1,1,2806122.8627067003,2166907.729849398,166.3369083698,1,-1,639215.1328573022,0,0
2025-10-15 23:33:01.367955,111854.4,1,1,2832095.5364546,2133925.5323001966,166.346387564,1,1,698170.0041544032,0,0
2025-10-15 23:36:01.424321,111835.37,1,1,2997814.1389317997,2176116.7317325976,166.31828957870002,1,-1,821697.4071992021,0,0
2025-10-15 23:39:01.988655,111804.03,1,1,3127413.052442798,2064829.088426497,166.26327481610002,1,-1,1062583.9640163009,0,0
2025-10-15 23:42:01.377977,111591.22,1,1,2658802.795289595,1942904.1114934008,165.95779966220002,1,-1,715898.6837961944,0,0
2025-10-15 23:45:02.645958,111294.1,1,1,2250425.448335901,2057503.3566156009,165.5329486748,1,-1,192922.09172030003,-1,0
2025-10-15 23:48:01.739084,111147.47,1,1,1913919.647624297,2322970.7470153025,165.29582116880002,-1,-1,-409051.09939100547,-1,0
2025-10-15 23:51:01.424574,111296.48,1,1,4578584.674965202,2528128.222152204,165.3050001048,1,-1,2050456.452812998,0,0
2025-10-15 23:54:01.834887,111337.68,3,1,2542162.9825381045,2522276.733094705,165.3559178273,-1,1,19886.24944339972,1,0
2025-10-15 23:57:03.964860,111394.39,1,1,2541587.4181851046,2492490.5854058038,165.36584565089998,1,-1,49096.832779300865,1,0
2025-10-16 00:00:01.703045,111316.31,1,1,4801262.582475104,2075512.7933860011,165.36416740939998,1,-1,2725749.789089103,0,0
2025-10-16 00:03:01.389435,111282.41,1,1,4734636.118342407,2346615.075626305,165.3152078091,1,-1,2388021.042716102,0,0
2025-10-16 00:06:01.393597,111261.0,1,1,4332433.4500468,2053514.9948946005,165.28380983,1,-1,2278918.4551521996,0,0
2025-10-16 00:09:01.361715,111334.06,1,1,2897270.495759603,2216390.3814922003,165.3909530506,1,1,680880.1142674028,0,0
2025-10-16 00:12:01.433372,111368.13,1,1,2221898.467117605,2192812.207866102,165.4409170463,1,1,29086.25925150281,1,0
2025-10-16 00:15:01.445966,111416.58,1,1,2497557.446053902,2166753.899958699,165.5119694558,1,1,330803.54609520314,1,0
2025-10-16 00:18:01.865658,111298.0,1,1,2088423.2937295968,2340975.3379891003,165.342763532,-1,-1,-252552.04425950348,-1,0
2025-10-16 00:21:03.272885,111411.56,1,1,4519933.618654302,2186796.2043687985,165.3397454245,1,-1,2333137.414285504,0,0
2025-10-16 00:24:01.418105,111435.02,1,1,4441069.064326203,2174855.770754,165.37424840020003,1,1,2266213.2935722033,0,0
2025-10-16 00:27:04.205644,111303.06,3,1,2433757.468862906,1945403.594114401,165.21227237070002,-1,-1,488353.8747485052,-1,0
2025-10-16 00:30:01.458419,111352.07,3,1,2316729.8408221058,2183330.5918026012,165.1814788957,-1,-1,133399.24901950452,1,0
2025-10-16 00:33:02.312171,111458.19,1,1,2379262.539312901,2319905.6934971972,165.1832306067,1,-1,59356.84581570374,1,0
2025-10-16 00:36:01.509014,111741.65,1,1,2251580.3688885975,1898354.1952788013,165.60304941500002,1,1,353226.1736097962,1,0
2025-10-16 00:39:01.422477,111636.52,1,1,2507426.541667998,2112332.387694501,165.44469566520002,1,-1,395094.153973497,-1,0
2025-10-16 00:42:01.409710,111638.47,1,1,2838407.605296396,2304311.3311865977,165.4475553597,1,1,534096.2741097985,0,0
2025-10-16 00:45:01.792652,111649.27,1,1,2997869.9793815026,2392786.645682097,165.46095926110002,1,1,605083.3336994057,0,0
2025-10-16 00:48:02.774578,111573.19,3,1,2774282.6322583016,2445856.5451657996,165.3582009054,-1,-1,328426.08709250204,-1,0
2025-10-16 00:51:01.412239,111356.5,1,1,2840221.418200701,2281840.285858898,165.348186035,1,1,558381.132341803,0,0
2025-10-16 00:54:01.659066,111068.36,1,1,1942972.2086330997,2144428.1777191986,165.3433608224,-1,-1,-201455.96908609895,-1,0
2025-10-16 00:57:01.397894,111207.71,3,1,2587099.9012353984,2232288.955233102,165.3457295121,-1,-1,354810.9460022962,0,-1
2025-10-16 01:00:01.460628,111238.01,3,1,2389391.646778201,2253848.1405538023,165.34622976510002,-1,-1,135543.50622439897,1,0
2025-10-16 01:03:01.456696,111320.9,1,3,2156752.893521397,2370860.816045504,165.347598279,-1,-1,-214107.92252410715,1,0
2025-10-16 01:06:01.392253,111258.57,1,3,1930636.0982825966,2314696.9135262016,165.3465692107,-1,1,-384060.81524360506,0,1
2025-10-16 01:09:01.801014,111361.95,1,1,2227228.778907003,2365562.286218104,165.34834502630002,-1,-1,-138333.50731110107,0,-1
2025-10-16 01:12:01.408704,111264.6,1,1,2751147.254598108,1993919.4819538996,165.34666876600002,1,1,757227.7726442085,0,0
2025-10-16 01:15:01.413437,111229.57,1,1,2628125.632446006,2035808.119308999,165.29523892070003,1,-1,592317.5131370069,0,0
2025-10-16 01:18:01.460645,111238.1,1,1,2672929.757912707,2590792.0201841025,165.30774825100002,1,1,82137.73772860458,1,0
2025-10-16 01:21:01.465909,111321.55,1,1,2555031.9641960077,2911256.1168226036,165.43012851050003,-1,1,-356224.1526265959,1,0
2025-10-16 01:24:01.435216,111374.0,1,1,2744962.9798539067,2744575.0663164053,165.43093646,1,-1,387.9135375013575,0,-1
2025-10-16 01:27:01.418854,111420.97,1,1,2695562.479913203,1962557.1196975994,165.49976043470002,1,1,733005.3602156036,0,0
2025-10-16 01:30:01.826362,111611.64,1,1,2928815.4715891993,2124895.3015783015,165.7500643615,1,1,803920.1700108978,0,0
2025-10-16 01:33:01.370453,111778.01,1,1,2243973.265672797,4010107.8176902975,166.02336316510002,-1,1,-1766134.5520175006,1,0
2025-10-16 01:36:01.423559,111699.76,1,1,3080903.948029399,4674545.181946792,166.0220132576,-1,1,-1593641.2339173928,0,0
2025-10-16 01:39:01.395918,111640.03,1,1,2951735.648352899,4754938.879682793,166.0210271153,-1,1,-1803203.2313298942,0,0
2025-10-16 01:42:01.374044,111660.84,1,1,2948001.447174497,2020391.488880901,166.0213706884,1,-1,927609.958293596,0,0
2025-10-16 01:45:01.759524,111639.59,1,1,2975612.228105297,2303127.6288075973,165.98820876910003,1,-1,672484.5992976995,0,0
2025-10-16 01:48:01.416707,111699.97,1,1,3067197.2151363012,2317907.201991898,166.07910272470002,1,1,749290.0131444032,0,0
2025-10-16 01:51:01.851746,111896.09,1,1,2103027.7614075984,1627650.6656647974,166.33555774660002,1,1,475377.095742801,1,0
2025-10-16 01:54:01.459828,111881.09,1,1,2124568.970504299,1967986.8797851978,166.3465282159,1,-1,156582.09071910102,-1,0
2025-10-16 01:57:01.384278,111951.3,1,1,2183086.9460944985,2115824.476717598,166.45019398300002,1,1,67262.4693769007,1,0
2025-10-16 02:00:01.417353,111975.78,1,1,2175096.8187964973,3352240.5439088996,166.48633894780002,-1,1,-1177143.7251124023,1,0
2025-10-16 02:03:01.464204,111929.84,1,1,2157151.1336093964,2134347.7155687963,166.4855220784,1,1,22803.41804060014,0,1
2025-10-16 02:06:01.458983,111747.84,1,1,2281464.8860911,1906225.403473299,166.2167534584,1,-1,375239.48261780106,-1,0
2025-10-16 02:09:01.366779,111707.83,1,1,3402666.7472359003,2187934.427857901,166.1576782933,1,-1,1214732.3193779993,0,0
2025-10-16 02:12:01.815521,111666.5,1,1,3432491.4303840045,2136784.635358402,166.097687692,1,-1,1295706.7950256024,0,0
2025-10-16 02:15:01.387603,111693.37,1,1,3911526.2254970027,2594649.799469697,166.13632795869998,1,1,1316876.426027306,0,0
2025-10-16 02:18:01.417960,111661.56,1,1,3540966.4725346044,2559144.604813097,166.0893601756,1,-1,981821.8677215073,0,0
